 Lista de Imóveis da Caixa,Unnamed: 1,Data de geração:,05/01/2024,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
 8444415656460 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 07 ,"QUADRA 61, LT 16, MD D DO LT 01/06, RUA SÃO JOAO ","47.661,19","86.000,00",44.59,"Casa, 0.00 de área total, 63.26 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415656460
 8787701425451 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM AMERICA II ,"QUADRA 59, N. SN, Apto 202D, BL D, LT 01, AV CENTRAL ","60.718,54","109.560,72",44.59,"Apartamento, 0.00 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701425451
 8444407021109 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 08 ,"QUADRA 22, N. S/N, QD 22, LT 02-H ","60.962,00","110.000,00",44.58,"Casa, 0.00 de área total, 69.42 de área privativa, 150.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407021109
 8444422365581 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 08 ,"QUADRA 40 CONJUNTO A, Apto 102, LT 52E ","67.058,20","121.000,00",44.58,"Apartamento, 0.00 de área total, 50.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422365581
 8444402465297 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 12 ,"QUADRA 75 CONJUNTO A, N. SN, CASA 19, LT 04C ","72.046,00","130.000,00",44.58,"Casa, 0.00 de área total, 60.90 de área privativa, 150.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402465297
 8444404227857 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 12 ,"QUADRA 76 CONJUNTO B, N. S/N, LOTE 12-A, CASA 01 ","57.082,60","103.000,00",44.58,"Casa, 64.05 de área total, 64.05 de área privativa, 157.50 de área do terreno,  2 qto(s), a.serv, WC, cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404227857
 8787700704640 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES IMPERATRIZ ,"QUADRA 6, Apto 202, 202, QD 06, LT 08 - RUA 14 A - ","66.504,00","120.000,00",44.58,"Apartamento, 53.48 de área total, 47.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700704640
 8444423967747 ,GO ,AGUAS LINDAS DE GOIAS ,CIDADE JARDIM ,"QUADRA 84, N. SN, Apto 02, LT 24-B, RUA 10, GARAGEM 02 ","81.467,40","147.000,00",44.58,"Apartamento, 0.00 de área total, 51.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423967747
 8444402838794 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM AMERICA IV ,QD 63 LT 36 RUA MOGNO ,"67.612,40","122.000,00",44.58,"Casa, 0.00 de área total, 63.74 de área privativa, 200.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402838794
 8444416917284 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM AMERICA IV ,"QUADRA 31, N. SN, LT 52, RUA 05 ","56.528,40","102.000,00",44.58,"Casa, 44.32 de área total, 44.32 de área privativa, 200.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416917284
 8444408524287 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 11 ,"QUADRA 88 CONJUNTO A, N. S/N, LT 08-C, CS 04, RUA 06 ","73.708,60","133.000,00",44.58,"Casa, 0.00 de área total, 59.68 de área privativa, 155.40 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408524287
 8444410505960 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 11 ,"QUADRA 90 CONJUNTO A, N. S/N, LOTE 02A-1, CASA 17 ","77.588,00","140.000,00",44.58,"Casa, 59.13 de área total, 59.13 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444410505960
 8444414357567 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DAS AGUAS BONITAS I ,"QUADRA 33, N. SN, Apto 01, LT 05, RUA 07 ","76.479,60","138.000,00",44.58,"Apartamento, 0.00 de área total, 67.68 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444414357567
 8555527972587 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES CAMARGO ,"QUADRA 24 (RUA AR14), N. S/N, QD 24, LT 12, CJ D ","52.094,80","94.000,00",44.58,"Casa, 0.00 de área total, 46.07 de área privativa, 200.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527972587
 8555528704861 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES CAMARGO ,"QUADRA 27, N. SN, LT 09, CJ B, RUA 14 ","55.420,00","100.000,00",44.58,"Casa, 46.07 de área total, 46.07 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528704861
 8555534645561 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES CAMARGO ,"QUADRA 13, N. S/N, LOTE 36, CONJUNTO B AR-9 ","88.672,00","160.000,00",44.58,"Casa, 46.07 de área total, 46.07 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534645561
 8444422131645 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM SANTA LUCIA ,"QUADRA 44 LOTE 14, N. SN, Apto 101, RUA PINDAIBA ","78.696,40","142.000,00",44.58,"Apartamento, 0.00 de área total, 57.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422131645
 8444407199382 ,GO ,AGUAS LINDAS DE GOIAS ,AGUAS LINDAS DE GOIA ,"RUA M4, N. S/N, QD 08, LT 06 ","59.503,50","105.000,00",43.33,"Casa, 55.22 de área total, 55.22 de área privativa, 200.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407199382
 8444418610690 ,GO ,AGUAS LINDAS DE GOIAS ,ROYAL PARQUE ,"Q QUADRA 3C RUA 10, N. SN, CS 02, LT 13-B, QD 03-C ","76.504,50","135.000,00",43.33,"Casa, 0.00 de área total, 67.17 de área privativa, 160.76 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418610690
 8444401143008 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM DA BARRAGEM VI ,"QUADRA 63, N. SN, LT 39, RUA 15 ","66.657,63","116.000,00",42.54,"Casa, 0.00 de área total, 73.80 de área privativa, 360.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401143008
 8444425768989 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 01 ,"QUADRA 51 - CONJUNTO A, N. SN, Apto 305, LT 01A ","78.790,80","132.000,00",40.31,"Apartamento, 0.00 de área total, 68.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444425768989
 8444424371929 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES OLINDA ,"QUADRA A-30, N. SN, Apto 101, LT 16G, 4º AVENIDA ","77.597,00","130.000,00",40.31,"Apartamento, 0.00 de área total, 59.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424371929
 8444424879086 ,GO ,AGUAS LINDAS DE GOIAS ,ROYAL PARQUE ,"QUADRA 09C, N. SN, LT 18A, UNID B, RUA 13 ","74.254,36","124.400,00",40.31,"Casa, 0.00 de área total, 68.10 de área privativa, 136.20 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424879086
 8787701109541 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 12 ,"QUADRA 79 CONJUNTO A, N. SN, Apto 206, BL A, LT 02 A, RUA 12-A ","78.000,00","130.000,00",40.00,"Apartamento, 0.00 de área total, 53.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701109541
 8444422730069 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 04 ,"QD 11 CONJUNTO A RUA 02, N. SN, Apto 13, LT 31-A, SET0R 04, DUPLEX 13 ","81.000,00","135.000,00",40.00,"Apartamento, 0.00 de área total, 76.37 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422730069
 8444422791904 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM PEROLA DA BARRAGEM II ,"QUADRA 53, N. S/N, Apto 203, RUA 13, LOTE 20 ","86.400,00","144.000,00",40.00,"Apartamento, 86.21 de área total, 60.49 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422791904
 8444419172816 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES POR DO SOL ,"RUA 11, N. SN, Apto 304, QD B8, LT 07, BL A ","84.000,00","140.000,00",40.00,"Apartamento, 0.00 de área total, 56.00 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419172816
 8787701262293 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES POR DO SOL ,"QUADRA QB 33, N. SN, Apto 304, BL E, LT 12 A, AV 5º ","72.600,00","121.000,00",40.00,"Apartamento, 0.00 de área total, 50.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701262293
 8787708613288 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES POR DO SOL ,"QD B08 LT 10C, Apto 208 ","90.000,00","150.000,00",40.00,"Apartamento, 0.00 de área total, 52.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708613288
 8444419231626 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES CAMARGO ,"QUADRA 01, N. SN, Apto 203, LT 02A, RUA 01, ITALIA II ","87.000,00","145.000,00",40.00,"Apartamento, 0.00 de área total, 54.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419231626
 8444420199285 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM SANTA LUCIA ,"RUA EUCALIPTO, N. S/N, LT 16, CS 01 ","77.400,00","129.000,00",40.00,"Casa, 0.00 de área total, 60.38 de área privativa, 136.65 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420199285
 8444422006883 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM AGUAS LINDAS II ,"QUADRA 06, Apto 203, RUA 2, LOTE 03 ","74.400,00","124.000,00",40.00,"Apartamento, 111.90 de área total, 58.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422006883
 8444407120727 ,GO ,AGUAS LINDAS DE GOIAS ,CHACARAS QUEDAS DO DESCOBERTO ,"QUADRA 41, N. SN, CS 03, RES BONSUCESSO, CH 944 ","87.900,00","146.500,00",40.00,"Casa, 0.00 de área total, 64.66 de área privativa, 150.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407120727
 8444401166598 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM AMERICA III ,"QUADRA 22, N. SN, LT 04, RUA 13 ","22.166,32","35.207,00",37.05,"Casa, 54.28 de área total, 54.28 de área privativa, 360.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401166598
 1444414092255 ,GO ,AGUAS LINDAS DE GOIAS ,JD AMERICA IV ,"RUA ANGICO, QD 106, LT 09 ","68.475,99","106.000,00",35.41,"Casa, 0.00 de área total, 67.92 de área privativa, 250.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.",Venda Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414092255
 8444418548162 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM DOS PINHEIROS ,"QD 06 LT 31, Apto 202 ","74.750,00","115.000,00",35.00,"Apartamento, 0.00 de área total, 58.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418548162
 8444415978760 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM SANTA LUCIA ,"QUADRA 4 (RUA ANGICO), N. S/N, Apto 101, QD 04, LT 03 ","78.000,00","120.000,00",35.00,"Apartamento, 0.00 de área total, 58.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Licitação Aberta,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415978760
 8305200000385 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 02 ,"QUADRA 42 Q 42, N. QUADRA 4, LOTE 51, QUADRA 42 CONJ. B DO SETOR 02 ","155.000,00","155.000,00",0.00,"Casa, 86.35 de área total, 86.35 de área privativa, 558.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8305200000385
 8444422404692 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 01 ,"QUADRA QUADRA 51, N. 0, Apto 201, LT 06, CONJUNTO A, RUA PARANAÍBA, CONJ ","145.000,00","145.000,00",0.00,"Apartamento, 83.11 de área total, 77.60 de área privativa, 558.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422404692
 1444416281268 ,GO ,AGUAS LINDAS DE GOIAS ,JARDIM GUAIRA II ,"RUA RIO DE JANEIRO, N. SN, LT 21 - QD 29 ","560.000,00","560.000,00",0.00,"Casa, 198.14 de área total, 198.14 de área privativa, 360.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 4 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416281268
 8444421040328 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 06 ,"RUA PRATA, Apto 105, CONJUNTO A QD 03 - BL B ","138.000,00","138.000,00",0.00,"Apartamento, 0.00 de área total, 52.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421040328
 8444426105355 ,GO ,AGUAS LINDAS DE GOIAS ,PARQUE DA BARRAGEM SETOR 06 ,"QUADRA 03 (EM FRENTE A AV PERIMETRAL 2), N. SN, Apto 201, BL A LOTE 14 ","159.000,00","159.000,00",0.00,"Apartamento, 84.54 de área total, 55.02 de área privativa, 572.67 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426105355
 8444421988054 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES POR DO SOL ,"RUA 22, N. SN, Apto DUPL, LT09 - QD B30 ","167.000,00","167.000,00",0.00,"Apartamento, 136.40 de área total, 69.91 de área privativa, 99.91 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), sacada, cozinha.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421988054
 8787704130150 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES POR DO SOL ,"QUADRA QUADRA QB 5, N. 0, Apto 202, BL B, LT 06, LOTEAMENTO MANSOES POR DO ","130.000,00","130.000,00",0.00,"Apartamento, 63.01 de área total, 63.01 de área privativa, 2100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704130150
 8787704725227 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES POR DO SOL ,"QUADRA QUADRA QB 5, N. 0, Apto 103, BL B, LT 06, LOTEAMENTO MANSOES POR DO ","138.000,00","138.000,00",0.00,"Apartamento, 52.21 de área total, 63.01 de área privativa, 2100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704725227
 8787706215781 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES POR DO SOL ,"QUADRA QUADRA QB 5, N. 0, Apto 301, BL C, LT 03, RUA 04 ","130.749,52","130.749,52",0.00,"Apartamento, 58.79 de área total, 63.36 de área privativa, 2100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706215781
 8444419563432 ,GO ,AGUAS LINDAS DE GOIAS ,MANSOES OLINDA ,"RUA 19, N. SN, Apto 3, LT 22 QD A-11 ","175.000,00","175.000,00",0.00,"Apartamento, 50.82 de área total, 50.82 de área privativa, 450.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419563432
